DATA (YYYY-MM-DD);HORA (UTC);PRECIPITA��O TOTAL, HOR�RIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESS�O ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESS�O ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m�);TEMPERATURA DO AR - BULBO SECO, HORARIA (�C);TEMPERATURA DO PONTO DE ORVALHO (�C);TEMPERATURA M�XIMA NA HORA ANT. (AUT) (�C);TEMPERATURA M�NIMA NA HORA ANT. (AUT) (�C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (�C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (�C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIRE��O HORARIA (gr) (� (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2023/11/04;1200 UTC;0;1008,2;1008,3;1008,1;1655,7;31,2;25,3;31,2;29,8;25,9;24,6;77;70;71;320;8,1;3,3;
2023/11/04;1300 UTC;0;1008,5;1008,5;1008,2;2446,8;32,4;25;32,8;31,2;25,8;24,3;71;62;65;317;7,1;2,7;
2023/11/04;1400 UTC;,2;1008,3;1008,5;1008,3;2291,8;32,9;24,2;34,2;32;26;23,7;66;57;61;315;5,8;1,1;
2023/11/04;1500 UTC;0;1007,7;1008,3;1007,7;2429,7;34,6;24,5;34,9;32,7;24,9;23;62;53;56;307;5,6;1,7;
2023/11/04;1600 UTC;0;1007,1;1007,7;1007;2003,4;33,2;25,6;35,1;33,2;25,8;22,9;65;51;65;291;5,1;1;
2023/11/04;1700 UTC;0;1005,9;1007,1;1005,9;2579,2;33,9;26,9;33,9;31,5;28,2;25,5;78;63;67;277;6,6;2,3;
2023/11/04;1800 UTC;0;1005,5;1005,9;1005,2;1658,4;30;26,2;34,8;29,8;27,3;23,8;82;62;80;299;7;1,2;
2023/11/04;1900 UTC;;;;;;;;;;;;;;;;;;
2023/11/04;2000 UTC;0;1005,3;1005,6;1005,1;130,9;26,6;25,5;26,6;25,1;25,5;23,6;94;91;93;309;3,2;,6;
2023/11/04;2100 UTC;0;1005,3;1005,4;1005;48,5;26,7;25,1;26,8;26,5;25,4;24,8;93;90;91;328;5,1;1,2;
2023/11/04;2200 UTC;0;1005,8;1005,8;1005,3;2,2;26,7;24,7;26,7;26,5;25;24,3;91;87;89;349;4,4;,3;
2023/11/04;2300 UTC;0;1006,4;1006,4;1005,7;;26,7;25,2;26,7;26,6;25,2;24,7;92;89;92;340;2,9;,3;
2023/11/05;0000 UTC;0;1007;1007;1006,4;;27,1;24,5;27,2;26,6;25,2;24,5;92;86;86;323;5,1;,7;
2023/11/05;0100 UTC;0;1007,2;1007,2;1007;;26,7;24,5;27,2;26,7;24,5;24,4;88;85;88;301;4,1;1,1;
2023/11/05;0200 UTC;;;;;;;;;;;;;;;;;;
2023/11/05;0300 UTC;0;1006,6;1006,9;1006,6;;25,9;24,4;26,4;25,8;24,5;24,3;92;89;92;293;3;,2;
2023/11/05;0400 UTC;0;1006,1;1006,7;1006,1;;25,4;24,4;25,9;25,4;24,4;24,3;94;91;94;288;2,4;0;
2023/11/05;0500 UTC;0;1005,4;1006,1;1005,4;;25,3;24,3;25,4;25,2;24,4;24,3;95;94;94;298;3,4;1,3;
2023/11/05;0600 UTC;0;1005,2;1005,4;1005,2;;25,1;24,2;25,3;25,1;24,4;24,2;95;94;95;288;3,4;,3;
2023/11/05;0700 UTC;0;1005,2;1005,3;1005;;25,1;24,1;25,1;25;24,2;24,1;95;94;94;294;2,7;,5;
2023/11/05;0800 UTC;0;1005,9;1005,9;1005,2;;24,6;23,9;25,1;24,6;24,1;23,9;96;94;96;293;2,6;0;
2023/11/05;0900 UTC;0;1006,3;1006,3;1005,9;1;24,3;23,8;24,6;24,3;23,9;23,7;97;96;97;291;2;,2;
2023/11/05;1000 UTC;0;1007,2;1007,2;1006,3;120,1;26,3;24,6;26,3;24,3;24,8;23,9;97;90;90;290;2,8;,4;
2023/11/05;1100 UTC;0;1007,7;1007,7;1007,2;301,5;29,4;25,2;29,4;26,3;25,3;24,5;90;78;78;300;5,6;2;
2023/11/05;1200 UTC;0;1008;1008,2;1007,7;1477,1;31,4;25,2;31,5;29,3;25,8;24,6;78;70;70;314;5,7;1,3;
2023/11/05;1300 UTC;0;1008,2;1008,2;1007,9;1986,9;31,9;25,1;32,3;29,9;26,1;24,3;74;66;67;316;6,3;2;
2023/11/05;1400 UTC;0;1008,1;1008,3;1008,1;2956,1;34,2;25,5;34,2;31,3;25,5;23,9;68;58;61;302;7;2;
2023/11/05;1500 UTC;0;1007,3;1008,1;1007,3;2194,7;33,7;25,7;34,2;31,9;25,7;22,8;64;57;63;286;4,4;1,2;
2023/11/05;1600 UTC;0;1006,5;1007,4;1006,5;1808;31,8;25;34,3;31,8;26,3;23,5;70;56;67;256;5;1,3;
2023/11/05;1700 UTC;,2;1005,6;1006,5;1005,6;1722,9;30,9;26,3;33,8;30,6;27,2;25;81;63;77;283;5,8;2;
2023/11/05;1800 UTC;;;;;;;;;;;;;;;;;;
2023/11/05;1900 UTC;;;;;;;;;;;;;;;;;;
2023/11/05;2000 UTC;,2;1004,5;1004,7;1004,2;653,3;28,5;26,7;28,5;25,3;26,8;25,1;98;88;90;347;6;1;
2023/11/05;2100 UTC;0;1005,2;1005,2;1004,5;255,9;28,3;25,4;28,8;28,3;26,4;25,2;90;83;84;339;5;1,6;
2023/11/05;2200 UTC;;;;;;;;;;;;;;;;;;
2023/11/05;2300 UTC;0;1006,8;1006,8;1005,8;0;26,8;25,7;26,9;26,7;26;25,7;96;93;94;287;2,8;,1;
2023/11/06;0000 UTC;0;1007,4;1007,5;1006,8;;26,7;24,8;27;26,6;25,7;24,8;94;89;89;330;4,6;,3;
2023/11/06;0100 UTC;0;1007,8;1007,9;1007,4;,7;26,8;24,7;27;26,7;24,8;24,5;89;86;88;344;4;,2;
2023/11/06;0200 UTC;0;1008,1;1008,1;1007,8;;26,2;24,7;26,8;26,2;24,7;24,6;92;88;92;349;3,9;,2;
2023/11/06;0300 UTC;0;1007,6;1008,1;1007,5;;26;24,7;26,2;26;24,8;24,6;93;92;93;349;2,3;0;
2023/11/06;0400 UTC;0;1007,2;1007,6;1007,2;;26;24,6;26,1;25,9;24,7;24,6;93;92;92;349;2,2;,5;
2023/11/06;0500 UTC;,2;1006,5;1007,2;1006,5;;25,3;24,5;26;25,3;24,7;24,5;96;92;96;349;2,2;0;
2023/11/06;0600 UTC;0;1006,3;1006,6;1006,2;;25;24,4;25,3;25;24,6;24,4;97;96;96;349;2;,1;
2023/11/06;0700 UTC;0;1006,9;1006,9;1006,3;;24,9;24,3;25,1;24,9;24,5;24,3;97;96;97;349;2;0;
2023/11/06;0800 UTC;0;1007,3;1007,3;1006,7;;24,9;24,3;24,9;24,8;24,4;24,2;97;96;96;349;2;,4;
2023/11/06;0900 UTC;0;1007,1;1007,3;1007;1,9;24,7;24,1;24,9;24,7;24,3;24,1;97;96;97;349;2;0;
2023/11/06;1000 UTC;0;1007,5;1007,5;1007;144,5;26;24,8;26;24,7;24,8;24,1;97;93;93;349;1,8;0;
2023/11/06;1100 UTC;0;1008,3;1008,3;1007,5;383,4;29,1;25,5;29,2;26;25,8;24,4;93;81;81;273;3,4;,7;
2023/11/06;1200 UTC;2,2;1009;1009;1008,3;1580,8;31,2;25,4;31,4;29,1;26;24,8;81;70;71;279;6,7;1,9;
2023/11/06;1300 UTC;0;1009,4;1009,4;1009;2163,9;32,4;24,7;32,5;30,6;25,8;23,8;73;63;64;278;7,1;2,6;
2023/11/06;1400 UTC;0;1009,3;1009,4;1009,2;2412,1;32,5;24,6;33,4;31,6;25,2;23,5;66;58;63;269;6,9;2,8;
2023/11/06;1500 UTC;0;1008,6;1009,3;1008,6;2184,8;33,1;23,1;33,9;32,5;25,1;23;63;54;56;275;7,4;2,1;
2023/11/06;1600 UTC;0;1007,3;1008,6;1007,3;2818;34,6;23,6;35;33,1;24,8;22,6;60;51;53;290;7,4;1,4;
2023/11/06;1700 UTC;0;1006,1;1007,3;1006,1;2386,5;35,2;24;35,8;33,6;25,5;22,6;57;50;53;294;5,7;1,4;
2023/11/06;1800 UTC;0;1005,2;1006,1;1005,2;1741,3;33,8;24,9;35,2;33,3;25,4;22,5;61;49;60;299;4,5;1,1;
2023/11/06;1900 UTC;0;1005,1;1005,2;1004,9;607,7;32,1;25,1;33,8;32;25,6;24,5;67;60;67;299;5,8;,4;
2023/11/06;2000 UTC;2,8;1005,3;1005,3;1005;733,6;32,1;25,1;33;31,8;25,8;24,6;68;63;67;313;5,1;,8;
2023/11/06;2100 UTC;0;1005,7;1005,7;1005,3;212,4;30,3;24,9;32,3;30,3;25,5;24,5;73;67;73;318;4,9;1;
2023/11/06;2200 UTC;0;1006,5;1006,6;1005,6;;29,6;25;30,3;29,6;25;24,8;77;73;76;320;4,3;1,1;
2023/11/06;2300 UTC;0;1007,3;1007,4;1006,5;;29,3;23,8;29,7;29,3;24,9;23,8;76;71;72;267;4,2;,6;
2023/11/07;0000 UTC;0;1008;1008;1007,3;;28,3;23,7;29,3;28,3;23,9;23,6;76;72;76;285;4,9;1,1;
2023/11/07;0100 UTC;;;;;;;;;;;;;;;;;;
2023/11/07;0200 UTC;0;1008,8;1009;1008,3;;26,6;23,8;27,5;26,6;23,9;23,7;85;80;85;259;4,9;,5;
2023/11/07;0300 UTC;0;1008,5;1008,8;1008,5;;26,1;23,9;26,6;26,1;23,9;23,8;88;85;88;259;2,7;,1;
2023/11/07;0400 UTC;0;1007,7;1008,7;1007,7;;25,6;23,8;26,2;25,5;24;23,8;90;87;90;259;1,9;0;
2023/11/07;0500 UTC;0;1007;1007,7;1006,9;;25,6;23,8;25,7;25,4;23,9;23,7;91;89;90;263;2,4;,3;
2023/11/07;0600 UTC;0;1006,7;1007;1006,7;;25,1;23,8;25,6;25,1;24;23,8;93;90;93;264;2,3;0;
2023/11/07;0700 UTC;0;1006,3;1006,7;1006,3;;25,3;23,8;25,4;25,1;23,9;23,8;93;91;91;263;2,5;,3;
2023/11/07;0800 UTC;0;1007,3;1007,3;1006,2;;25,1;23,6;25,6;25,1;23,9;23,6;92;90;92;263;4,1;,1;
2023/11/07;0900 UTC;0;1007,8;1007,8;1007,3;;24,5;23,6;25,1;24,5;23,7;23,6;95;92;95;264;2;,2;
2023/11/07;1000 UTC;0;1008,6;1008,6;1007,8;156,9;25;24;25;24,5;24,1;23,6;96;94;94;259;1,6;,2;
2023/11/07;1100 UTC;0;1008,9;1008,9;1008,6;530,8;28,1;24,4;28,1;25;24,6;24;94;80;81;264;3,6;1,5;
2023/11/07;1200 UTC;0;1009,2;1009,2;1008,9;1258,4;29,4;24,2;29,6;28,1;24,9;23,9;81;73;74;274;5,9;2,7;
2023/11/07;1300 UTC;0;1009,3;1009,4;1009,1;1966,3;30,3;23,9;31,4;29,2;24,5;23,5;75;65;69;264;7,1;2,5;
2023/11/07;1400 UTC;0;1009;1009,3;1009;2188;32,1;23,5;32,2;30,3;24,6;22,9;70;59;60;271;6;2,8;
2023/11/07;1500 UTC;0;1008,2;1009;1008,2;2519,4;31,8;22,9;33,8;31,7;24,9;22,5;65;54;59;277;5,8;1,4;
2023/11/07;1600 UTC;0;1007,3;1008,2;1007,3;2446,4;33,8;23,7;34;31,3;24,5;22,5;64;53;56;280;7;1,5;
2023/11/07;1700 UTC;0;1006,5;1007,3;1006,5;1840;32,5;24,4;34,1;32,5;24,8;22,1;63;51;63;261;4,7;1,3;
2023/11/07;1800 UTC;0;1006;1006,5;1006;1156,9;32,5;24,7;33;31,5;25,1;23,7;66;61;63;297;5,3;1,4;
2023/11/07;1900 UTC;0;1006,2;1006,2;1005,9;738,8;32;24,7;32,5;31,6;25,1;24;67;62;65;294;5;1,6;
2023/11/07;2000 UTC;0;1006,5;1006,5;1006,2;802,7;31;24,7;32,7;30,9;25,5;24,2;70;64;69;339;6,6;1,3;
2023/11/07;2100 UTC;0;1007,4;1007,4;1006,5;70,6;29,5;24,6;31;29,5;24,9;24,3;75;69;75;340;5,1;,9;
2023/11/07;2200 UTC;0;1007,9;1007,9;1007,3;;29,1;24,8;29,5;29,1;24,8;24,6;78;75;78;328;5,7;1,4;
2023/11/07;2300 UTC;0;1008,7;1008,7;1007,8;;28,8;24,2;29,1;28,7;24,8;24,2;78;76;76;327;6,2;2;
2023/11/08;0000 UTC;0;1009,8;1009,8;1008,7;;27,8;23,8;28,8;27,8;24,2;23,8;79;76;79;290;6,2;,7;
2023/11/08;0100 UTC;0;1010,2;1010,2;1009,7;;27,4;23,7;27,9;27,4;23,9;23,7;80;78;80;282;4,9;,4;
2023/11/08;0200 UTC;0;1010,1;1010,3;1010;;27;23,5;27,5;27;23,7;23,5;81;80;81;324;4,7;,4;
2023/11/08;0300 UTC;0;1009,7;1010,1;1009,7;;26,7;23,5;27;26,7;23,6;23,5;83;81;83;283;4,1;,1;
2023/11/08;0400 UTC;0;1009,1;1009,7;1009,1;;26,3;23,6;26,7;26,3;23,6;23,5;85;83;85;263;3;,5;
2023/11/08;0500 UTC;0;1008,4;1009,1;1008,4;;25,8;23,6;26,3;25,8;23,6;23,5;88;85;87;260;2,9;,5;
2023/11/08;0600 UTC;0;1008;1008,4;1008;;25,4;23,6;25,9;25,4;23,6;23,5;90;87;90;263;2,5;,2;
2023/11/08;0700 UTC;0;1007,8;1008;1007,7;;24,8;23,5;25,4;24,8;23,6;23,4;92;90;92;259;2,3;,1;
2023/11/08;0800 UTC;0;1007,9;1007,9;1007,8;;24,4;23,4;24,8;24,4;23,5;23,4;94;92;94;259;1,8;0;
2023/11/08;0900 UTC;0;1008,4;1008,4;1007,9;,3;24,1;23,4;24,4;24,1;23,5;23,3;96;94;96;259;1,4;0;
2023/11/08;1000 UTC;0;1009,2;1009,2;1008,4;138,4;25,5;24,1;25,5;24,1;24,1;23,3;96;92;92;259;2;,7;
2023/11/08;1100 UTC;0;1009,9;1009,9;1009,2;402,1;29;24,6;29,2;25,5;25;24;92;76;77;267;4,5;1,4;
2023/11/08;1200 UTC;0;1010,4;1010,4;1009,9;1488,2;30,2;24,4;30,2;28,7;24,8;24;78;71;71;280;6,4;2,8;
2023/11/08;1300 UTC;0;1010,2;1010,5;1010,2;2395,2;31,4;24,4;31,5;29,3;24,8;23,4;75;63;67;301;6,4;2,1;
2023/11/08;1400 UTC;0;1009,9;1010,2;1009,9;2810,6;32;23,5;32,9;31,3;24,4;23;67;58;61;290;6,2;2;
2023/11/08;1500 UTC;0;1009,3;1010;1009,3;3054,3;32,7;23,5;33,3;31,9;24,9;23;65;57;58;272;6,5;2,1;
2023/11/08;1600 UTC;0;1008,5;1009,3;1008,5;3139,1;33,7;23;34,5;32,5;24,2;21,7;61;50;54;287;4,9;1,2;
2023/11/08;1700 UTC;0;1007,5;1008,5;1007,5;2851,9;33,8;23;34;33,2;23,2;21,5;54;50;53;274;5,5;1,9;
2023/11/08;1800 UTC;0;1006,9;1007,5;1006,9;2570,3;34,4;22,9;35,1;33,6;23,5;21,9;55;49;51;313;4,5;,5;
2023/11/08;1900 UTC;0;1006,8;1006,9;1006,7;1777,3;33,7;24,6;35,3;33,3;25,3;21,8;60;47;59;257;3,8;1;
2023/11/08;2000 UTC;0;1007;1007;1006,7;965,3;32,3;24,6;33,7;32,2;25,4;24,4;65;59;64;241;4,4;1,2;
2023/11/08;2100 UTC;0;1007,2;1007,2;1007;211,1;30,2;23,4;32,3;30,2;24,6;23,4;68;64;67;301;4,9;1,2;
2023/11/08;2200 UTC;0;1007,9;1007,9;1007,2;;29,1;24,3;30,2;29,1;24,3;23,4;75;67;75;279;5,4;1;
2023/11/08;2300 UTC;;;;;;;;;;;;;;;;;;
2023/11/09;0000 UTC;0;1008,8;1008,8;1008,3;;28,4;23,6;28,8;28,4;24,2;23,5;77;74;75;298;5,4;,8;
2023/11/09;0100 UTC;0;1009,1;1009,2;1008,8;;27,8;23,6;28,5;27,8;23,6;23,4;78;74;78;338;5,5;,8;
2023/11/09;0200 UTC;0;1008,9;1009,2;1008,9;;27,3;23,8;27,8;27,3;23,8;23,6;81;78;81;347;5;,6;
2023/11/09;0300 UTC;0;1008,5;1008,9;1008,5;;27;23,9;27,4;27;23,9;23,8;83;81;83;322;5;,5;
2023/11/09;0400 UTC;0;1007,8;1008,5;1007,8;;26,8;23,9;27;26,7;24;23,9;85;83;85;321;3,6;,3;
2023/11/09;0500 UTC;0;1006,8;1007,7;1006,8;;26,5;24;26,8;26,5;24;23,9;86;85;86;354;3,4;,7;
2023/11/09;0600 UTC;0;1006,7;1006,8;1006,6;;26,2;24,1;26,5;26,2;24,1;24;88;86;88;321;3,5;,2;
2023/11/09;0700 UTC;0;1006,9;1007;1006,6;;25,8;24;26,3;25,8;24,2;24;90;88;90;315;2,6;,1;
2023/11/09;0800 UTC;0;1007,5;1007,5;1006,9;;25,2;24;25,9;25,2;24,1;23,9;93;89;93;326;3;0;
2023/11/09;0900 UTC;0;1008,1;1008,1;1007,4;;25,3;24;25,3;24,9;24,1;23,8;94;93;93;328;2,8;,6;
2023/11/09;1000 UTC;0;1009,1;1009,1;1008,1;129,6;27;24,4;27;25,2;24,6;23,9;94;86;86;328;2,9;,5;
2023/11/09;1100 UTC;0;1010,2;1010,2;1009,1;422,7;29;24,6;29,5;27;25;24,3;86;76;77;317;5;1,6;
2023/11/09;1200 UTC;0;1010,8;1010,8;1010,2;1144,5;31,2;24,9;31,5;28,8;25,7;24,4;78;69;69;316;5,4;1,5;
2023/11/09;1300 UTC;0;1010,6;1010,9;1010,6;2334,8;32,1;24,3;32,6;30,8;25,6;24;72;62;64;327;6,7;1,4;
2023/11/09;1400 UTC;0;1010,2;1010,6;1010,2;2447,5;32,8;24,3;33,7;31,7;25,5;23,7;67;57;61;325;5,6;1,6;
2023/11/09;1500 UTC;0;1009,5;1010,2;1009,5;1835,5;32,8;24,7;33,8;32,1;24,9;23,5;64;57;63;345;5,6;1,1;
2023/11/09;1600 UTC;0;1008,6;1009,5;1008,6;1845,4;33,4;25,2;34,1;32,7;25,2;23,1;63;55;62;344;4,5;,5;
2023/11/09;1700 UTC;0;1007,2;1008,6;1007,2;1961,9;33,1;26,3;33,9;31,5;26,3;24,8;71;62;68;237;6,5;2;
2023/11/09;1800 UTC;;;;;;;;;;;;;;;;;;
2023/11/09;1900 UTC;7,4;1006,1;1006,4;1006,1;521,2;27,4;26;33;27,4;26,7;24,9;93;65;92;334;6,5;1,8;
2023/11/09;2000 UTC;1,6;1006,4;1006,5;1006,1;485,6;28,4;25,6;28,4;27,3;26,4;25,5;93;85;85;331;5,4;1,8;
2023/11/09;2100 UTC;,4;1006,8;1006,8;1006,2;234,4;26,1;23,2;28,4;26,1;25,8;22,7;87;80;84;343;6,1;1,5;
2023/11/09;2200 UTC;0;1007,5;1007,7;1006,8;6,1;26,1;23,6;26,5;26;24;23,2;88;84;86;326;4,8;,8;
2023/11/09;2300 UTC;0;1008,3;1008,3;1007,3;;26,8;24,7;26,8;26,1;24,8;23,6;89;86;88;278;4,2;1,1;
2023/11/10;0000 UTC;0;1009,4;1009,5;1008,3;;25,8;23,1;26,9;25,8;24,8;22,8;89;81;86;258;5,2;,5;
2023/11/10;0100 UTC;0;1009,5;1009,5;1009,2;;25,1;23,6;25,8;25;23,8;23,1;92;85;92;253;2,7;0;
2023/11/10;0200 UTC;0;1009,6;1009,8;1009,4;;25,5;24,3;25,6;25,1;24,3;23,6;93;90;93;255;1,7;,1;
2023/11/10;0300 UTC;0;1008,9;1009,6;1008,9;;25,4;24,3;25,7;25,4;24,4;24,2;94;92;94;309;1,7;0;
2023/11/10;0400 UTC;0;1007,8;1008,9;1007,8;;25,9;24,4;25,9;25,4;24,6;24,3;94;92;92;309;2,9;,7;
2023/11/10;0500 UTC;0;1007,1;1007,8;1007,1;;25,4;24,3;25,9;25,4;24,5;24,2;94;92;94;309;3,4;0;
2023/11/10;0600 UTC;0;1006,9;1007,1;1006,8;;25;24,1;25,4;25;24,3;24,1;95;94;95;309;2,2;,1;
2023/11/10;0700 UTC;0;1007,3;1007,3;1006,9;;25,1;24;25,2;25;24,2;24;95;93;93;309;2,3;,4;
2023/11/10;0800 UTC;0;1007,6;1007,6;1007,3;;24,9;24,1;25,1;24,9;24,2;24;96;93;96;304;2,3;0;
2023/11/10;0900 UTC;0;1007,8;1007,8;1007,6;2,2;24,9;24,2;25;24,8;24,3;24,1;96;96;96;304;3;,3;
2023/11/10;1000 UTC;0;1008,6;1008,6;1007,8;162,1;26,3;24,8;26,3;24,9;24,8;24,2;96;91;92;306;4,4;1;
2023/11/10;1100 UTC;0;1009,1;1009,1;1008,5;395,9;28,8;25;28,9;26,3;25,2;24,6;92;80;80;313;6,1;2,3;
2023/11/10;1200 UTC;0;1009,6;1009,6;1009,1;1398,4;29,8;24,4;30,5;28,5;25,3;24,4;81;72;73;304;7,3;3,3;
2023/11/10;1300 UTC;0;1010,1;1010,1;1009,6;1941,5;31,6;24,4;31,6;29,5;24,9;23,8;75;65;65;310;9,3;3,7;
2023/11/10;1400 UTC;0;1009,7;1010,2;1009,7;2203,9;32,6;24,4;32,7;31,1;24,8;23,7;66;61;62;321;8,4;2,6;
2023/11/10;1500 UTC;0;1008,6;1009,7;1008,6;2500,8;33,2;22,9;33,9;31,9;24,9;22,9;64;55;55;321;6,7;2,5;
2023/11/10;1600 UTC;0;1007,7;1008,6;1007,7;1887,1;33,7;23,5;34,1;32,8;24,7;22,8;60;54;55;318;6,6;1,5;
2023/11/10;1700 UTC;0;1006,5;1007,7;1006,5;1875,6;34,2;23,6;35;32,4;25,6;23;60;54;54;310;6,3;,9;
2023/11/10;1800 UTC;1,8;1005,8;1006,5;1005,8;895,3;28,9;26,7;34,1;28,6;27;23,3;90;54;88;242;6,3;0;
2023/11/10;1900 UTC;0;1005,7;1005,8;1005,4;1109,2;31;26,4;32,2;28,8;27,7;26;89;71;77;244;3,7;,2;
2023/11/10;2000 UTC;;;;;;;;;;;;;;;;;;
2023/11/10;2100 UTC;1;1006,6;1006,6;1005,9;72,9;26,9;25,3;29,4;26,9;25,7;24,3;92;77;91;310;4,6;1,2;
2023/11/10;2200 UTC;0;1006,7;1006,8;1006,4;,4;27;26;27;26,7;26;25,3;94;91;94;298;4,6;0;
2023/11/10;2300 UTC;0;1007,7;1007,7;1006,7;1,5;27,4;24;27,6;26,9;26;24;94;82;82;315;4,4;,4;
2023/11/11;0000 UTC;0;1008,4;1008,4;1007,7;,4;27,2;23,5;27,5;27,1;24,2;23,3;82;80;80;320;5,5;1,8;
2023/11/11;0100 UTC;0;1008,9;1008,9;1008,4;;26,7;23,4;27,2;26,7;23,5;23,3;82;80;82;326;5,2;1,9;
2023/11/11;0200 UTC;0;1008,6;1009;1008,6;;26,2;23,4;26,7;26,2;23,5;23,3;85;82;85;303;5,2;1,3;
2023/11/11;0300 UTC;;;;;;;;;;;;;;;;;;
2023/11/11;0400 UTC;0;1007,9;1008,3;1007,9;;25,3;23,4;25,9;25,3;23,5;23,3;89;86;89;298;4,2;,6;
2023/11/11;0500 UTC;0;1007,1;1007,9;1007,1;;25,2;23,4;25,3;25,1;23,5;23,3;90;89;90;304;3;,4;
2023/11/11;0600 UTC;0;1006,6;1007,1;1006,6;;24,9;23,4;25,2;24,9;23,4;23,3;91;90;91;304;3;,5;
2023/11/11;0700 UTC;0;1006,7;1006,8;1006,5;;24,5;23,3;24,9;24,5;23,4;23,3;93;91;93;293;2,7;,1;
2023/11/11;0800 UTC;0;1006,8;1006,8;1006,6;;24,6;23,3;24,7;24,4;23,4;23,3;94;92;93;304;3;,2;
2023/11/11;0900 UTC;0;1007,3;1007,3;1006,8;,3;24,3;23,3;24,6;24,3;23,3;23,2;94;93;94;304;2,7;0;
2023/11/11;1000 UTC;0;1008,1;1008,1;1007,3;133,4;25,5;23,7;25,5;24,3;23,7;23,3;94;90;90;293;2;,4;
2023/11/11;1100 UTC;0;1009;1009;1008,1;356,7;28,8;23,9;29;25,5;25;23,7;90;75;75;302;3,7;1,2;
2023/11/11;1200 UTC;0;1009,5;1009,5;1009;1224,2;30;23,7;30,4;28,8;25,6;23,7;78;69;69;325;5,9;2,1;
2023/11/11;1300 UTC;0;1009,7;1009,8;1009,5;1487,6;31;23,3;31,1;29,6;24,7;23,1;72;63;64;315;6,8;2,1;
2023/11/11;1400 UTC;0;1009,6;1009,8;1009,6;1878,6;33,1;23,4;33,1;30,9;24,2;22,3;64;57;57;302;7,2;1,9;
2023/11/11;1500 UTC;0;1008,6;1009,6;1008,6;1788,3;32,8;23,8;33,5;31,5;23,8;21,8;60;53;59;296;6,3;1,7;
2023/11/11;1600 UTC;0;1007,5;1008,6;1007,5;1939;32,9;22,6;33,7;32,4;24;22,1;59;52;55;297;6,1;2,5;
2023/11/11;1700 UTC;0;1006,4;1007,5;1006,4;1786,8;33,4;23,3;34,7;32,2;23,8;21,8;58;50;56;297;6,6;2;
2023/11/11;1800 UTC;0;1005,4;1006,4;1005,4;1454,5;33,3;22,9;34,7;32,5;23,4;21,6;56;49;55;292;5,9;1,3;
2023/11/11;1900 UTC;0;1005,4;1005,4;1005,3;988,1;32,2;21,7;34,7;32,2;23;21,3;55;48;54;299;5,4;1,8;
2023/11/11;2000 UTC;0;1005,5;1005,5;1005,4;578,2;32,6;22,2;33;32;22,8;21,4;56;52;54;314;5,4;,6;
2023/11/11;2100 UTC;0;1005,8;1005,8;1005,4;211,8;30,8;21,8;32,7;30,8;22,2;21,6;59;53;59;303;5,4;,7;
2023/11/11;2200 UTC;0;1006,4;1006,4;1005,8;;29,6;21;30,8;29,6;21,9;20,9;61;58;60;336;6,4;1,1;
2023/11/11;2300 UTC;0;1007,3;1007,3;1006,4;;28,5;21,6;29,6;28,5;21,6;20,8;66;60;66;340;5,7;1,2;
2023/11/12;0000 UTC;0;1008,1;1008,1;1007,3;;27,5;21,9;28,5;27,5;21,9;21,5;72;66;72;315;6,9;,8;
2023/11/12;0100 UTC;;;;;;;;;;;;;;;;;;
2023/11/12;0200 UTC;0;1008,4;1008,5;1008,4;;26,4;22,4;26,9;26,3;22,4;22,2;79;75;79;300;5,5;,9;
2023/11/12;0300 UTC;0;1008;1008,4;1008;;26;22,5;26,4;26;22,6;22,4;81;79;81;348;4,3;,4;
2023/11/12;0400 UTC;0;1007,3;1008;1007,3;;25,6;22,6;26;25,6;22,6;22,5;84;81;84;289;4,2;,7;
2023/11/12;0500 UTC;0;1006,5;1007,3;1006,5;;25,4;22,8;25,6;25,4;22,8;22,6;86;84;86;288;4,9;,3;
2023/11/12;0600 UTC;0;1006,3;1006,5;1006,2;;25,1;22,9;25,4;25,1;22,9;22,8;88;86;88;288;4;,6;
2023/11/12;0700 UTC;0;1006,1;1006,3;1006;;24,8;23;25,1;24,7;23;22,9;90;88;90;287;3,4;,2;
2023/11/12;0800 UTC;0;1006,3;1006,3;1006,1;;24,6;23;24,8;24,5;23;22,9;91;90;91;287;2,7;,2;
2023/11/12;0900 UTC;0;1006,9;1006,9;1006,3;,6;24,5;23;24,7;24,5;23,1;22,9;91;91;91;284;3,5;,1;
2023/11/12;1000 UTC;0;1007,6;1007,6;1006,9;125,4;25,7;23,4;25,7;24,5;23,6;23;91;87;87;287;2,6;,4;
2023/11/12;1100 UTC;0;1008,5;1008,5;1007,6;312,1;28,7;23,5;29,2;25,7;24;23,3;87;72;74;304;4,9;1,6;
