DATA (YYYY-MM-DD);HORA (UTC);PRECIPITA��O TOTAL, HOR�RIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESS�O ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESS�O ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m�);TEMPERATURA DO AR - BULBO SECO, HORARIA (�C);TEMPERATURA DO PONTO DE ORVALHO (�C);TEMPERATURA M�XIMA NA HORA ANT. (AUT) (�C);TEMPERATURA M�NIMA NA HORA ANT. (AUT) (�C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (�C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (�C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIRE��O HORARIA (gr) (� (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2023/11/12;1200 UTC;0;1009,2;1009,2;1008,5;1440,3;30,5;23,9;30,9;28,7;24,8;23,5;74;67;68;335;6,8;1,2;
2023/11/12;1300 UTC;0;1009,5;1009,5;1009,2;2540,9;32,3;22,9;32,6;30,5;24,4;22,7;68;57;58;315;6,8;1,6;
2023/11/12;1400 UTC;0;1009,2;1009,5;1009,2;3046,9;33,6;23;33,9;32,1;24,3;22,5;62;53;54;298;6,4;2,5;
2023/11/12;1500 UTC;0;1008,4;1009,2;1008,4;3099,3;33,3;22,9;34,7;33,3;24,2;22,2;57;51;54;312;6,4;1;
2023/11/12;1600 UTC;0;1007,1;1008,4;1007,1;2887;34,5;25;35;32,9;25,5;22,2;62;49;58;285;6,4;1,1;
2023/11/12;1700 UTC;0;1006,3;1007,1;1006,3;2155;33,1;24,1;34,5;32,4;25,4;23,6;63;55;59;313;7,4;2,4;
2023/11/12;1800 UTC;0;1005,4;1006,3;1005,4;1835,5;32,9;23,9;33,7;31,5;24,8;23,5;64;57;59;320;8,5;2,3;
2023/11/12;1900 UTC;0;1005,2;1005,4;1005,1;1840,4;32,3;23,6;33,3;32,2;24,4;23,4;62;58;60;339;8,3;2,5;
2023/11/12;2000 UTC;0;1005,7;1005,7;1005,1;857,7;31,1;23;32,6;31,1;24,1;22,6;64;60;62;343;6,8;2;
2023/11/12;2100 UTC;0;1006,1;1006,1;1005,7;151,2;29,4;23;31,1;29,4;23,4;22,7;70;62;69;324;6,8;1,8;
2023/11/12;2200 UTC;0;1006,6;1006,6;1006,1;;28,5;23,7;29,4;28,5;23,7;23;75;69;75;328;6,8;1,8;
2023/11/12;2300 UTC;0;1007,3;1007,3;1006,6;;27,9;23,6;28,5;27,9;23,7;23,5;78;75;77;321;6,8;1,4;
2023/11/13;0000 UTC;0;1008;1008;1007,3;;27,5;23,5;28;27,5;23,6;23,3;79;77;79;306;5,6;1,4;
2023/11/13;0100 UTC;0;1008,4;1008,4;1008;;27,2;23,7;27,6;27,1;23,7;23,5;82;79;81;329;5,9;,6;
2023/11/13;0200 UTC;0;1008,4;1008,5;1008,3;;26,7;23,6;27,2;26,6;23,7;23,6;84;81;83;243;4,1;,5;
2023/11/13;0300 UTC;0;1007,8;1008,4;1007,8;;26,3;23,7;26,7;26,2;23,7;23,6;86;83;86;263;4,1;,5;
2023/11/13;0400 UTC;0;1007,2;1007,8;1007,2;;25,8;23,6;26,3;25,7;23,6;23,5;88;85;88;254;4,1;,6;
2023/11/13;0500 UTC;0;1006,8;1007,2;1006,8;;25,7;23,7;25,9;25,7;23,7;23,6;89;88;89;253;2,9;,1;
2023/11/13;0600 UTC;0;1006,4;1006,8;1006,4;;25,4;23,6;25,7;25,4;23,7;23,6;90;89;90;259;2,6;,3;
2023/11/13;0700 UTC;0;1006,1;1006,4;1006,1;;25,4;23,6;25,5;25,3;23,7;23,5;90;90;90;263;3;,3;
2023/11/13;0800 UTC;0;1006,5;1006,5;1006,1;;25,2;23,6;25,4;25,1;23,6;23,5;91;90;91;259;2,9;,1;
2023/11/13;0900 UTC;0;1007,1;1007,1;1006,5;;25,3;23,6;25,3;25,1;23,6;23,5;91;90;90;264;2,2;,1;
2023/11/13;1000 UTC;0;1007,4;1007,4;1007,1;135,1;26,5;23,8;26,5;25,2;24;23,5;90;86;86;301;3,6;,6;
2023/11/13;1100 UTC;0;1008,3;1008,3;1007,4;345,8;28,6;24,1;29,2;26,5;24,5;23,9;86;74;76;321;5,2;1,7;
2023/11/13;1200 UTC;0;1008,9;1008,9;1008,3;1110,3;30,3;24,6;30,5;28,6;25,2;24,1;77;71;72;306;5,6;1;
2023/11/13;1300 UTC;0;1009,1;1009,1;1008,9;2450,7;32,9;23,5;33,1;29,8;25,3;23,5;72;58;58;282;5,5;1,5;
2023/11/13;1400 UTC;0;1008,7;1009,1;1008,7;2778,5;32,7;23,2;33,8;32,3;24,4;22,5;61;54;58;271;4,8;,9;
2023/11/13;1500 UTC;0;1008;1008,8;1008;2385,8;34,3;22,8;35,2;31,9;24,6;22;62;50;51;267;4,7;,9;
2023/11/13;1600 UTC;0;1006,9;1008;1006,9;2398,7;33,4;25,9;34,7;32,2;25,9;22,3;66;51;65;330;6,9;2;
2023/11/13;1700 UTC;0;1005,9;1006,9;1005,9;2358,3;33,5;25,3;34,3;32,3;25,8;24,3;65;58;62;337;6,9;2,3;
2023/11/13;1800 UTC;0;1005,1;1005,9;1005,1;2428,8;34,3;25,1;34,8;32,8;25,8;24,5;63;57;59;341;8,1;2,4;
2023/11/13;1900 UTC;0;1004,8;1005,1;1004,8;2041,5;33,1;24,8;34,2;32,9;25,5;24,3;63;58;62;331;8,1;2,3;
2023/11/13;2000 UTC;0;1005,1;1005,1;1004,8;1125,6;31,9;24,3;33,1;31,9;24,8;24,1;65;60;64;341;7,2;1,7;
2023/11/13;2100 UTC;0;1005,9;1005,9;1005,1;251,3;30;23,5;32;30;24,4;23,5;69;64;68;307;7,2;1,4;
2023/11/13;2200 UTC;0;1007;1007;1005,9;;29;23,5;30;29;23,5;23,1;72;68;72;305;6,3;1,2;
2023/11/13;2300 UTC;0;1007,7;1007,7;1007;;28,4;24,1;29;28,4;24,2;23,6;78;72;78;315;7,4;2;
2023/11/14;0000 UTC;0;1008,4;1008,4;1007,7;;27,8;23,9;28,4;27,7;24,2;23,8;79;78;79;291;7,4;,5;
2023/11/14;0100 UTC;;;;;;;;;;;;;;;;;;
2023/11/14;0200 UTC;0;1008,3;1008,6;1008,3;;27;23,8;27,4;27;23,9;23,8;83;81;83;265;5,4;1;
2023/11/14;0300 UTC;0;1007,8;1008,4;1007,8;;26,5;23,7;27;26,5;23,8;23,7;85;83;85;283;4,5;,1;
2023/11/14;0400 UTC;0;1007,1;1007,8;1007,1;;26,2;23,7;26,5;26,1;23,8;23,7;87;85;87;253;4,8;,6;
2023/11/14;0500 UTC;0;1006,5;1007,1;1006,5;;25,9;23,7;26,2;25,8;23,8;23,7;88;87;88;304;3,3;,2;
2023/11/14;0600 UTC;0;1006;1006,5;1006;;25,8;23,9;26;25,7;23,9;23,7;89;88;89;306;2,9;,1;
2023/11/14;0700 UTC;0;1005,9;1006;1005,8;;25,2;23,8;25,8;25,2;24;23,8;92;89;92;293;2,9;0;
2023/11/14;0800 UTC;0;1006,6;1006,6;1005,9;;24,6;23,7;25,3;24,6;23,8;23,7;95;92;94;287;1,8;,1;
2023/11/14;0900 UTC;0;1007,2;1007,2;1006,6;;24,8;23,8;24,8;24,5;23,8;23,6;95;94;94;287;2,4;,2;
2023/11/14;1000 UTC;0;1007,9;1007,9;1007,2;118,5;26;24,3;26;24,7;24,3;23,6;94;90;90;253;3;,3;
2023/11/14;1100 UTC;0;1008,6;1008,6;1007,9;476,7;29,5;24,8;29,6;26;25,1;24,3;90;75;76;258;4,9;1,2;
2023/11/14;1200 UTC;0;1009,2;1009,2;1008,6;1448,1;30,5;24,5;30,6;29,5;25,1;24,4;76;70;70;269;7,1;2,2;
2023/11/14;1300 UTC;0;1009,2;1009,3;1009,2;1744,9;31,5;24,2;31,5;29,6;25,4;23,5;73;65;65;263;6,3;2,2;
2023/11/14;1400 UTC;0;1008,7;1009,2;1008,7;2977,8;33,3;22,8;33,6;31,4;24,9;22,7;65;54;54;267;7,7;2,6;
2023/11/14;1500 UTC;0;1007,6;1008,7;1007,6;3192,1;33,7;23,4;34,5;32,9;24,5;22,2;57;51;55;319;7,7;1,7;
2023/11/14;1600 UTC;0;1006,3;1007,6;1006,3;2494,1;33;24,7;34,4;32,3;25,1;21,7;65;50;62;301;6;1,3;
2023/11/14;1700 UTC;0;1005,1;1006,3;1005,1;2063,5;32,9;24,5;34,2;32,4;25,9;24;65;57;62;293;5,5;1,6;
2023/11/14;1800 UTC;0;1004,4;1005,2;1004,4;1769,1;34,2;25;34,2;32,2;25,4;24,1;66;58;59;314;7,5;1,4;
2023/11/14;1900 UTC;0;1004,4;1004,5;1004,3;2022,8;33,2;24,7;34,4;32,9;25,5;23,7;64;57;61;335;7,2;1,6;
2023/11/14;2000 UTC;0;1004,6;1004,7;1004,4;814,4;31,4;23,9;33,3;31,4;25,2;23,9;67;61;65;331;6,3;1,9;
2023/11/14;2100 UTC;0;1005;1005;1004,6;259,3;29,9;24,2;31,4;29,9;24,4;23,8;72;65;72;339;6,3;1,3;
2023/11/14;2200 UTC;0;1005,6;1005,6;1005;,3;29,3;23,5;29,9;29,3;24,2;23,5;73;71;71;299;5,8;1,7;
2023/11/14;2300 UTC;0;1006,5;1006,5;1005,6;;28,8;23;29,3;28,8;23,6;23;72;71;71;291;7,3;1,7;
2023/11/15;0000 UTC;0;1007,4;1007,4;1006,5;;28,2;23,2;28,8;28,2;23,2;22,9;74;71;74;281;7,3;1,1;
2023/11/15;0100 UTC;0;1007,6;1007,7;1007,4;;27,7;23,7;28,3;27,7;23,7;23,2;79;74;79;284;6,7;1,3;
2023/11/15;0200 UTC;;;;;;;;;;;;;;;;;;
2023/11/15;0300 UTC;0;1006,8;1007,5;1006,8;;26,8;24;27,1;26,7;24;23,8;85;82;85;264;4,4;1;
2023/11/15;0400 UTC;0;1005,9;1006,8;1005,9;;26,5;24;26,8;26,4;24;24;87;85;87;304;4,4;,4;
2023/11/15;0500 UTC;0;1005,5;1005,9;1005,4;;26,3;24;26,5;26,2;24,1;24;88;86;88;253;4,1;,6;
2023/11/15;0600 UTC;0;1005;1005,5;1005;;25,9;24;26,3;25,9;24;23,9;89;88;89;259;3,8;,4;
2023/11/15;0700 UTC;0;1004,9;1005;1004,9;;25,6;23,8;25,9;25,6;24;23,8;90;89;90;262;4,8;,2;
2023/11/15;0800 UTC;0;1005,4;1005,5;1004,9;;25,5;23,8;25,7;25,5;23,9;23,8;90;90;90;293;3,4;,1;
2023/11/15;0900 UTC;0;1006,1;1006,1;1005,4;;25,2;23,8;25,5;25,2;23,9;23,8;92;91;92;253;3,4;,4;
2023/11/15;1000 UTC;0;1007;1007;1006,1;120,2;26,6;24,4;26,6;25,1;24,6;23,8;93;88;88;257;3;,4;
2023/11/15;1100 UTC;0;1008,1;1008,1;1007;352;29,9;24,9;29,9;26,6;25;24,2;88;74;74;262;4,7;1,7;
2023/11/15;1200 UTC;0;1008,7;1008,7;1008,1;1040,4;31,2;24,7;31,7;29,6;25,3;24,2;75;66;68;261;6,5;2,1;
2023/11/15;1300 UTC;0;1008,7;1008,8;1008,7;1961,6;32,6;24,6;33,6;31;25,1;24;69;60;63;298;6,5;1,5;
2023/11/15;1400 UTC;0;1008,4;1008,7;1008,4;2497,5;33,8;23,5;34,6;31,6;25,3;23;65;53;55;268;6,7;2,3;
2023/11/15;1500 UTC;0;1007,7;1008,3;1007,6;2486,8;34,4;24,2;35;33;24,7;22,9;58;51;56;297;6,4;,7;
2023/11/15;1600 UTC;0;1006,6;1007,7;1006,6;1634;33,5;25,2;34,4;32,7;25,8;22,9;65;53;62;270;4,9;2,3;
2023/11/15;1700 UTC;0;1005,8;1006,6;1005,8;1171,1;32,2;25,5;33,5;30,8;27,1;24,8;78;61;68;289;5,3;1,2;
2023/11/15;1800 UTC;0;1005,2;1005,8;1005,2;2796,8;34,2;25,1;34,8;32,2;26,9;25,1;70;59;59;339;6;1,5;
2023/11/15;1900 UTC;0;1004,8;1005,2;1004,7;1295,2;33,6;26;34,2;31,8;26;24,8;68;58;65;342;5,9;1,5;
2023/11/15;2000 UTC;0;1004,9;1005;1004,8;994,2;31,9;25,5;33,6;31,9;25,9;24,8;69;63;69;339;6,4;1,7;
2023/11/15;2100 UTC;0;1005;1005,1;1004,9;254,1;30,2;25,5;32;30,2;25,7;25,2;76;69;76;350;6,6;1,5;
2023/11/15;2200 UTC;0;1005,2;1005,2;1004,9;;30,1;25;30,3;30;25,7;24,9;76;74;74;330;4,8;,8;
2023/11/15;2300 UTC;0;1006,1;1006,1;1005,2;;29,8;24,5;30,1;29,8;25,2;24,4;76;73;73;301;5,2;1,1;
2023/11/16;0000 UTC;0;1006,5;1006,5;1006,1;;28,9;24,1;29,8;28,9;24,6;24;75;73;75;295;6;1;
2023/11/16;0100 UTC;0;1007,1;1007,1;1006,5;;28,1;24,2;28,9;28,1;24,2;24,1;79;75;79;289;5,5;1,1;
2023/11/16;0200 UTC;0;1006,9;1007,1;1006,9;;27,5;24,3;28,1;27,5;24,3;24,2;83;79;83;280;5,7;,8;
2023/11/16;0300 UTC;0;1006,7;1007,1;1006,7;;27,1;24,4;27,5;27,1;24,4;24,3;85;83;85;257;4,4;1;
2023/11/16;0400 UTC;0;1006,6;1006,7;1006,4;;26,9;24,4;27,1;26,8;24,4;24,4;87;85;86;253;4,2;,2;
2023/11/16;0500 UTC;0;1006;1006,6;1005,9;;26,9;24,5;26,9;26,5;24,6;24,3;88;86;87;255;3,2;,5;
2023/11/16;0600 UTC;0;1005,6;1006;1005,6;;26,7;24,5;26,9;26,7;24,5;24,4;88;87;88;256;4,3;,9;
2023/11/16;0700 UTC;0;1005,3;1005,6;1005,2;;26,5;24,5;26,7;26,5;24,5;24,4;89;88;89;261;5;1,6;
2023/11/16;0800 UTC;0;1006,2;1006,2;1005,3;;25,9;24,4;26,5;25,9;24,5;24,4;91;89;91;252;5;,5;
2023/11/16;0900 UTC;0;1006,6;1006,7;1006,2;;25,3;24,2;25,9;25,3;24,4;24,2;94;91;94;253;2,7;0;
2023/11/16;1000 UTC;0;1007,3;1007,3;1006,6;120,3;26,5;24,5;26,5;25,2;24,6;24,2;94;89;89;259;3;1;
2023/11/16;1100 UTC;0;1008,3;1008,3;1007,3;382,6;29,4;24,4;29,4;26,5;25;24,3;89;75;75;271;4,7;1,7;
2023/11/16;1200 UTC;0;1008,6;1008,6;1008,3;1027,4;31,4;24,4;31,4;29,2;24,8;23,6;75;66;67;274;7,4;2,9;
2023/11/16;1300 UTC;0;1008,9;1008,9;1008,6;1793,9;31,8;23,2;32,1;30,7;24,6;23;67;61;61;274;7,3;2,5;
2023/11/16;1400 UTC;0;1008,8;1008,9;1008,7;2181,9;32,5;23,1;33,6;31,7;24,5;22,6;63;55;58;297;7;2;
2023/11/16;1500 UTC;0;1008,1;1008,8;1008,1;1936,3;32,7;23,2;33,9;32,3;24,2;22,7;60;53;57;337;6,7;1,1;
2023/11/16;1600 UTC;0;1007,3;1008,1;1007,3;1698,3;33,2;22;35;32,5;25;22;60;50;52;334;4,7;,7;
2023/11/16;1700 UTC;0;1006,3;1007,3;1006,3;1993,9;33,3;24,5;34,6;32,3;26,1;22,4;65;52;60;310;6,3;1,5;
2023/11/16;1800 UTC;;;;;;;;;;;;;;;;;;
2023/11/16;1900 UTC;9,2;1005,2;1006;1005,2;953,8;29,1;27,3;29,2;25,6;27,5;24,6;97;89;90;321;7,1;,8;
2023/11/16;2000 UTC;0;1005,1;1005,3;1005;999,9;30,4;26,1;30,9;29;28,4;25,6;91;75;78;323;4,3;,9;
2023/11/16;2100 UTC;0;1005,1;1005,2;1005;190,3;29,1;24,9;30,4;29,1;26,2;24,9;79;76;78;333;5,6;1,1;
2023/11/16;2200 UTC;0;1005,8;1005,8;1005,1;;28,6;24,6;29,2;28,5;25;24,5;80;77;79;312;4,6;1,2;
2023/11/16;2300 UTC;0;1006,6;1006,7;1005,8;;28,3;24;28,7;28,3;24,8;23,7;80;76;77;306;5,2;1,4;
2023/11/17;0000 UTC;0;1007,3;1007,3;1006,6;;27,7;23,3;28,3;27,7;24;23,2;78;74;77;302;6,5;1,7;
2023/11/17;0100 UTC;;;;;;;;;;;;;;;;;;
2023/11/17;0200 UTC;0;1007,6;1007,7;1007,4;;26,8;23,6;27,2;26,8;23,7;23,5;83;80;83;299;4;,6;
2023/11/17;0300 UTC;0;1007,4;1007,6;1007,3;;26,4;23,7;26,8;26,4;23,8;23,6;85;83;85;282;3,9;,5;
2023/11/17;0400 UTC;0;1007,2;1007,4;1007,1;;26;23,8;26,4;26;23,8;23,7;88;85;88;246;3,5;,8;
2023/11/17;0500 UTC;0;1007,2;1007,2;1007,1;;25,5;23,8;26;25,5;23,9;23,7;90;88;90;281;3,2;,2;
2023/11/17;0600 UTC;0;1006,8;1007,2;1006,8;;25,4;23,8;25,7;25,4;23,8;23,7;91;89;91;281;2,3;,1;
2023/11/17;0700 UTC;0;1006,9;1006,9;1006,8;;25;23,7;25,4;25;23,9;23,7;92;91;92;283;2,8;,2;
2023/11/17;0800 UTC;0;1007,4;1007,4;1006,9;;25;23,6;25;24,8;23,7;23,5;93;92;92;285;2,5;,3;
2023/11/17;0900 UTC;0;1007,9;1007,9;1007,4;;24,7;23,5;25;24,6;23,6;23,4;94;92;93;284;2,4;,2;
2023/11/17;1000 UTC;0;1008,5;1008,5;1007,8;114,9;26,3;23,9;26,3;24,7;24;23,4;93;87;87;252;3,5;,5;
2023/11/17;1100 UTC;0;1009,1;1009,1;1008,5;392,3;29,2;24,1;29,5;26,3;24,5;23,6;87;73;74;261;4,9;,9;
2023/11/17;1200 UTC;0;1009,6;1009,7;1009,1;1271;31,7;24,3;31,7;29,2;24,8;23,9;75;65;65;259;7,4;1,9;
2023/11/17;1300 UTC;0;1009,5;1009,7;1009,4;2397,8;31,8;23,7;32,8;30,8;24,7;22,9;67;60;62;295;7,8;1,4;
2023/11/17;1400 UTC;0;1009,2;1009,5;1009,2;2643,7;32,7;22,7;34,4;31,8;24,2;22,7;62;53;56;288;6,9;1,6;
2023/11/17;1500 UTC;0;1008,2;1009,2;1008,2;2514,5;35,3;23,2;35,3;32,3;24;22,1;58;47;50;264;6,1;2;
2023/11/17;1600 UTC;0;1007,3;1008,2;1007,3;1918,7;33;22;35,3;32,9;23,5;21,3;56;46;52;305;6,8;1,3;
2023/11/17;1700 UTC;0;1006,5;1007,3;1006,4;1487,4;33;24,4;35;32,5;25,3;21,6;64;48;61;345;4,9;1,3;
2023/11/17;1800 UTC;0;1006,1;1006,5;1005,9;1855,1;34,4;24,9;34,4;32,4;25,8;24,1;63;58;58;337;7,4;1,8;
2023/11/17;1900 UTC;0;1005,8;1006,1;1005,8;1404,1;32,7;24,2;34,4;32,3;25,3;23,7;63;57;61;318;7,4;2,6;
2023/11/17;2000 UTC;0;1006;1006;1005,8;785,1;31,1;24,1;32,7;31,1;24,8;23,8;67;60;67;312;7,5;2;
2023/11/17;2100 UTC;0;1006,1;1006,1;1005,9;140,9;29,9;23,9;31,1;29,9;24,4;23,9;71;67;70;318;7;1,6;
2023/11/17;2200 UTC;0;1006,8;1006,8;1006,1;;29,3;23,7;29,9;29,3;24;23,7;73;70;72;304;6,5;1,7;
2023/11/17;2300 UTC;0;1007,4;1007,4;1006,8;;28,5;23,7;29,3;28,5;23,8;23,5;75;72;75;288;6,1;1,4;
2023/11/18;0000 UTC;0;1007,9;1007,9;1007,4;;28;23,8;28,6;27,9;23,8;23,7;78;75;78;297;6,1;1,2;
2023/11/18;0100 UTC;0;1008,2;1008,4;1007,9;;27,5;24,2;28;27,5;24,2;23,8;82;78;82;285;4,4;,6;
2023/11/18;0200 UTC;;;;;;;;;;;;;;;;;;
2023/11/18;0300 UTC;0;1008,3;1008,7;1008,3;;26,9;24,4;27,3;26,9;24,5;24,4;86;84;86;235;3,8;,3;
2023/11/18;0400 UTC;0;1008;1008,3;1008;;26,5;24,4;26,9;26,5;24,4;24,4;88;86;88;277;3,4;,4;
2023/11/18;0500 UTC;0;1007,4;1008;1007,4;;26,2;24,4;26,5;26,1;24,4;24,3;90;88;90;277;2,5;,1;
2023/11/18;0600 UTC;0;1007,4;1007,4;1007,2;;25,2;24,3;26,2;25,2;24,5;24,2;94;90;94;276;2,3;0;
2023/11/18;0700 UTC;0;1007,3;1007,4;1007,3;;24,9;24,2;25,2;24,8;24,4;24,1;96;94;96;276;0;0;
2023/11/18;0800 UTC;0;1007,7;1007,7;1007,3;;24,7;24,2;24,9;24,7;24,3;24,1;97;96;97;276;,8;0;
2023/11/18;0900 UTC;0;1008;1008;1007,7;,3;24,6;24,1;24,8;24,6;24,2;24,1;97;97;97;276;,8;0;
2023/11/18;1000 UTC;0;1008,7;1008,7;1008;115,5;25,8;24,9;25,8;24,6;25;24,1;97;95;95;276;1,5;,2;
2023/11/18;1100 UTC;0;1009,3;1009,3;1008,6;455,5;29,6;25,2;29,7;25,8;25,9;24,9;95;77;78;211;3,5;1,1;
2023/11/18;1200 UTC;0;1009,6;1009,6;1009,3;936;30,5;25,1;30,9;29,6;26,1;24,6;79;71;73;248;4,4;1,3;
2023/11/18;1300 UTC;0;1009,5;1009,6;1009,5;1644,4;32,2;25,1;32,3;30,6;25,4;24,3;73;65;66;261;5,6;,9;
2023/11/18;1400 UTC;0;1009,2;1009,6;1009,2;2684,9;33,9;23,8;34,7;31,2;25,7;23,3;70;54;56;253;7,1;2,4;
2023/11/18;1500 UTC;0;1008,6;1009,2;1008,6;2160,4;33,3;23,5;35,1;33;24,8;23,1;60;53;56;253;6,4;1,5;
2023/11/18;1600 UTC;0;1007,5;1008,6;1007,5;1820,6;32,9;25,7;34;32,6;25,9;22,4;67;52;66;321;5,1;1,5;
2023/11/18;1700 UTC;0;1006,6;1007,5;1006,6;1796,7;31,7;25,4;33,8;31,7;26,6;25,1;70;62;70;332;6,7;1,4;
2023/11/18;1800 UTC;;;;;;;;;;;;;;;;;;
2023/11/18;1900 UTC;4,8;1006,3;1007,3;1006,2;689,6;27,9;26,7;27,9;25,2;26,7;24,1;96;90;93;326;10,1;,2;
2023/11/18;2000 UTC;0;1006,7;1006,7;1006,3;787,7;29,6;25,8;29,6;27,8;26,8;25,5;93;79;80;328;4,2;1,6;
2023/11/18;2100 UTC;0;1006,8;1006,8;1006,5;282,3;28,9;25,9;29,9;28,9;26,2;25,5;84;79;84;343;5,1;,6;
2023/11/18;2200 UTC;;;;;;;;;;;;;;;;;;
2023/11/18;2300 UTC;;;;;;;;;;;;;;;;;;
2023/11/19;0000 UTC;0;1008,7;1008,7;1008;;27,5;24,6;27,7;27,4;24,7;24,5;85;83;85;297;5,5;1,1;
2023/11/19;0100 UTC;;;;;;;;;;;;;;;;;;
2023/11/19;0200 UTC;0;1008,7;1008,8;1008,6;;26,6;24,8;26,9;26,6;24,8;24,7;90;88;90;261;3,8;,6;
2023/11/19;0300 UTC;0;1008,3;1008,7;1008,3;;26,2;24,8;26,6;26,2;24,8;24,7;92;90;92;259;3,7;,3;
2023/11/19;0400 UTC;0;1007,9;1008,3;1007,9;;26;24,7;26,3;26;24,8;24,7;93;91;93;261;4,2;,4;
2023/11/19;0500 UTC;0;1007,6;1007,9;1007,6;;25,6;24,6;26;25,6;24,7;24,6;94;93;94;259;3,1;,1;
2023/11/19;0600 UTC;0;1007;1007,6;1006,9;;25,6;24,7;25,6;25,5;24,7;24,6;95;94;95;259;2,7;,2;
2023/11/19;0700 UTC;0;1007,2;1007,2;1006,9;;25,4;24,5;25,7;25,4;24,7;24,5;95;94;95;264;2,8;0;
2023/11/19;0800 UTC;0;1007,8;1007,8;1007,2;;25,1;24,5;25,4;25,1;24,6;24,4;96;95;96;264;1,5;0;
2023/11/19;0900 UTC;0;1008,2;1008,2;1007,8;,1;24,8;24,3;25,1;24,8;24,5;24,3;97;96;97;264;0;0;
2023/11/19;1000 UTC;0;1008,8;1008,8;1008,2;146,5;26,1;25;26,1;24,8;25,2;24,3;97;94;94;255;2;,3;
2023/11/19;1100 UTC;0;1009,5;1009,5;1008,8;460,8;29,8;25,8;29,8;26,1;25,9;24,9;94;79;79;261;4,6;1,2;
2023/11/19;1200 UTC;0;1009,7;1009,7;1009,5;1139,4;31,2;25,1;31,2;29,7;26;25,1;79;70;70;270;6,7;2,5;
2023/11/19;1300 UTC;0;1010;1010;1009,7;2296;32,4;25,3;32,5;31,1;25,9;24,3;72;64;66;260;6,7;,7;
2023/11/19;1400 UTC;0;1010;1010;1009,9;1833,4;32,1;23,7;32,9;31,8;25,8;23,6;67;60;61;262;5,8;1,9;
2023/11/19;1500 UTC;0;1009,1;1010;1009,1;2247;33,8;23,7;35,1;32;25,9;22,9;63;53;56;257;6,4;,6;
2023/11/19;1600 UTC;0;1008,5;1009,1;1008,5;2122,3;34,4;23,7;34,6;32,7;25,4;22,9;61;54;54;251;4,1;,4;
2023/11/19;1700 UTC;0;1007,6;1008,5;1007,6;3060,4;33,8;26;34,9;33,2;26,8;23,7;66;53;64;331;5,7;2,2;
2023/11/19;1800 UTC;0;1006,8;1007,6;1006,8;2790;34,4;26,1;35;33,5;26,7;25,4;67;60;62;344;6,2;1,4;
2023/11/19;1900 UTC;0;1006,8;1007,2;1006,8;1265,4;32;26,5;34,5;28,6;26,6;24,3;79;60;73;321;6,6;1,1;
2023/11/19;2000 UTC;0;1007;1007,1;1006,7;1117,7;30,8;25;32,6;30,8;26,8;25;73;68;71;319;6,8;2,1;
2023/11/19;2100 UTC;0;1007;1007,1;1006,8;277,9;29,7;24,7;30,9;29,7;25,2;24,6;75;71;74;304;6;2,2;
2023/11/19;2200 UTC;0;1007,5;1007,6;1007;;28,8;24,5;29,7;28,8;24,7;24,3;78;74;78;308;6,1;1,1;
2023/11/19;2300 UTC;;;;;;;;;;;;;;;;;;
2023/11/20;0000 UTC;0;1009,2;1009,3;1008,4;;28,2;24,4;28,6;28,2;24,4;24,1;80;77;80;273;4,7;,9;
2023/11/20;0100 UTC;0;1009,1;1009,6;1009,1;;28;24,7;28,2;28;24,8;24,3;83;80;82;285;4;,4;
2023/11/20;0200 UTC;;;;;;;;;;;;;;;;;;
2023/11/20;0300 UTC;0;1008,2;1008,9;1008,2;;27;24,6;27,5;27;24,7;24,6;87;84;87;240;3,9;,3;
2023/11/20;0400 UTC;0;1007,6;1008,2;1007,6;;27;24,7;27;26,8;24,8;24,6;88;87;87;248;3,4;0;
2023/11/20;0500 UTC;0;1007;1007,6;1007;;27,1;24,7;27,2;27;24,8;24,6;88;86;87;282;3,3;,3;
2023/11/20;0600 UTC;0;1006,6;1007;1006,6;;26,9;24,7;27,1;26,9;24,8;24,6;88;87;88;241;3,1;,4;
2023/11/20;0700 UTC;0;1006,4;1006,6;1006,3;;26,5;24,6;26,9;26,5;24,8;24,5;89;88;89;284;3,2;,3;
2023/11/20;0800 UTC;0;1006,7;1006,7;1006,4;;25,9;24,6;26,5;25,9;24,7;24,5;93;89;93;276;2,4;,1;
2023/11/20;0900 UTC;0;1006,9;1007,1;1006,7;;25,5;24,6;25,9;25,5;24,6;24,5;95;93;95;276;1,6;,1;
2023/11/20;1000 UTC;0;1007,8;1007,8;1006,9;152,1;26,6;25;26,6;25,5;25;24,6;95;91;91;276;2;,4;
2023/11/20;1100 UTC;0;1008,5;1008,5;1007,8;489,3;29,5;25,2;29,5;26,6;25,7;24,9;91;77;78;261;5,3;1;
